what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1715750046487
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1715750059316
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1715750068675
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1715750073144
executed,command,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1715750073160
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1715750073160
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1715750132668
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1715750153373
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1715750272334
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1715750279775
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1715750318839
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1715750318847
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1715750321645
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1715750321708
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1715750333037
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1715750333052
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1715750334912
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1715750334958
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1715750348272
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1715750348319
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1715750355178
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1715750355194
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1715750357585
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1715750357600
closed,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1715750357600
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1715750357694
closed,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1715750357694
opened,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1715750362038
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1715750362085
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1715750369806
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1715750422982
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1715750424841
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1715750425966
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1715750426779
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1715750426982
