what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1716648887623
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1716649025090
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1716649076773
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1716649078148
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1716649138354
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1716649151011
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1716649153277
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1716649154621
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1716649295475
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1716649309574
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1716649333718
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1716649472975
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1716649474210
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1716649477663
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1716649480632
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1716649485210
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1716649544025
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1716649549776
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1716649554198
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1716649640890
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1716649648312
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1716649780777
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1716649821854
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1716649826190
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1716649829096
